-0.0002055522	0.01178743	-0.03050174
-0.0009237826	0.002200968	0.616302	0.7875063
0.2393568
0.2988606
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.07967838	-0.009430293	0.07069751
-0.07967838	0.01056971	0.06697423
-0.07967838	0.03056971	0.07614727
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.05967838	-0.04943029	0.07668549
-0.05967838	-0.02943029	0.1088608
-0.05967838	-0.009430293	0.09343661
-0.05967838	0.01056971	0.08184858
-0.05967838	0.03056971	0.07341276
-0.05967838	0.05056971	0.06428865
-0.05967838	0.07056971	0.05921217
-0.05967838	0.0905697	0.05952177
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.03967838	-0.06943029	0.0826889
-0.03967838	-0.04943029	0.1132732
-0.03967838	-0.02943029	0.1123731
-0.03967838	-0.009430293	0.1146262
-0.03967838	0.01056971	0.1236712
-0.03967838	0.03056971	0.1145186
-0.03967838	0.05056971	0.1019649
-0.03967838	0.07056971	0.08557101
-0.03967838	0.0905697	0.05785048
-0.03967838	0.1105697	0.05718224
0	0	0
0	0	0
0	0	0
0	0	0
-0.01967838	-0.08943029	0.08641853
-0.01967838	-0.06943029	0.1009823
-0.01967838	-0.04943029	0.1176531
-0.01967838	-0.02943029	0.1234126
-0.01967838	-0.009430293	0.1316027
-0.01967838	0.01056971	0.1298259
-0.01967838	0.03056971	0.1306218
-0.01967838	0.05056971	0.1114413
-0.01967838	0.07056971	0.1157624
-0.01967838	0.0905697	0.09044816
-0.01967838	0.1105697	0.05405169
0	0	0
0	0	0
0	0	0
0	0	0
0.0003216192	-0.08943029	0.0874285
0.0003216192	-0.06943029	0.1027503
0.0003216192	-0.04943029	0.1229306
0.0003216192	-0.02943029	0.1320912
0.0003216192	-0.009430293	0.1334304
0.0003216192	0.01056971	0.1394992
0.0003216192	0.03056971	0.1354973
0.0003216192	0.05056971	0.1169261
0.0003216192	0.07056971	0.108182
0.0003216192	0.0905697	0.09049249
0.0003216192	0.1105697	0.05467539
0	0	0
0	0	0
0	0	0
0	0	0
0.02032162	-0.08943029	0.08503689
0.02032162	-0.06943029	0.1284195
0.02032162	-0.04943029	0.1244979
0.02032162	-0.02943029	0.1327456
0.02032162	-0.009430293	0.140413
0.02032162	0.01056971	0.1388445
0.02032162	0.03056971	0.1394168
0.02032162	0.05056971	0.1271457
0.02032162	0.07056971	0.1088242
0.02032162	0.0905697	0.09437428
0.02032162	0.1105697	0.05494602
0	0	0
0	0	0
0	0	0
0	0	0
0.04032162	-0.08943029	0.08038411
0.04032162	-0.06943029	0.1074721
0.04032162	-0.04943029	0.1212728
0.04032162	-0.02943029	0.1322954
0.04032162	-0.009430293	0.1320646
0.04032162	0.01056971	0.1350743
0.04032162	0.03056971	0.1296398
0.04032162	0.05056971	0.1278907
0.04032162	0.07056971	0.1057922
0.04032162	0.0905697	0.05741363
0.04032162	0.1105697	0.05483216
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.06032162	-0.06943029	0.08891498
0.06032162	-0.04943029	0.123968
0.06032162	-0.02943029	0.1268318
0.06032162	-0.009430293	0.1119155
0.06032162	0.01056971	0.1271007
0.06032162	0.03056971	0.09406772
0.06032162	0.05056971	0.09956278
0.06032162	0.07056971	0.1027753
0.06032162	0.0905697	0.05628042
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.08032162	-0.04943029	0.0960825
0.08032162	-0.02943029	0.1152664
0.08032162	-0.009430293	0.1056499
0.08032162	0.01056971	0.09526403
0.08032162	0.03056971	0.09566098
0.08032162	0.05056971	0.07715359
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
