-0.0002052663	0.01554856	-0.03128196
-0.0007378459	0.002384599	0.5901514	0.8072887
0.2434765
0.3079059
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.06173825	0.006047025	0.1136748
-0.06173825	0.02604702	0.1139805
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.04173825	0.006047025	0.1158864
0	0	0
-0.04173825	0.04604702	0.1162172
-0.04173825	0.06604703	0.09741943
-0.04173825	0.08604702	0.09483523
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.02173825	0.006047025	0.1194578
-0.02173825	0.02604702	0.1292822
-0.02173825	0.04604702	0.1197619
-0.02173825	0.06604703	0.1109138
-0.02173825	0.08604702	0.08987416
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.00173825	-0.03395297	0.1545535
-0.00173825	-0.01395297	0.1382762
-0.00173825	0.006047025	0.1243981
-0.00173825	0.02604702	0.1156822
-0.00173825	0.04604702	0.1070821
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.01826175	-0.05395297	0.1336809
0.01826175	-0.03395297	0.1346674
0.01826175	-0.01395297	0.1384627
0.01826175	0.006047025	0.1290918
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.03826175	-0.07395297	0.1194344
0.03826175	-0.05395297	0.1258622
0	0	0
0	0	0
0.03826175	0.006047025	0.1309413
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.05826175	-0.07395297	0.1098378
0.05826175	-0.05395297	0.1110683
0	0	0
0	0	0
0.05826175	0.006047025	0.1316678
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.07826175	-0.05395297	0.1090602
0.07826175	-0.03395297	0.109166
0.07826175	-0.01395297	0.1159913
0.07826175	0.006047025	0.1201179
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
