Nasion:	0.0159198	0.07897782	-0.001902536	
rTragus:	0.06431319	0.0432421	-0.1351249	
lTragus:	0.1416661	0.04232204	0.0463906	
Vertex:	0.09342583	0.1872546	-0.06210588	
Inion:	0.1680193	0.07445794	-0.1472834	
Nasion:	0.01337515	0.08088851	-0.00298126	
rTragus:	0.06524882	0.04750818	-0.1381665	
lTragus:	0.1267434	0.07252079	0.0449735	
Vertex:	0.06059587	0.2702319	-0.05976013	
Inion:	0.1688786	0.07037681	-0.1523603	
