Nasion:	0.01976644	0.0368129	-0.008624673	
rTragus:	0.07202117	-0.006600082	-0.136802	
lTragus:	0.1314098	0.01785058	0.009820968	
Vertex:	0.1078844	0.1368521	-0.07310016	
Inion:	0.1834242	0.02507228	-0.1267834	
Nasion:	0.02138235	0.02468795	-0.006146871	
rTragus:	0.07303506	-0.006401598	-0.1375195	
lTragus:	0.1277573	0.01951301	0.0121776	
Vertex:	0.08564019	0.2086648	-0.05975543	
Inion:	0.1742232	0.02167922	-0.1330042	
