Nasion:	-0.06124039	0.01784009	0.05704892	
rTragus:	0.03462683	0.01534373	-0.1906342	
lTragus:	0.1740675	0.07082736	0.09803841	
Vertex:	0.2306395	0.007902205	-0.1949507	
Inion:	0.0977862	0.1393538	-0.07467724	
Nasion:	-0.07147202	0.02767396	0.03313553	
rTragus:	0.04841371	0.01532543	-0.2185003	
lTragus:	0.1657406	0.05707723	0.06511597	
Vertex:	0.09663381	0.1385829	-0.07299732	
Inion:	0.237475	0.03233057	-0.220332	
